Date,Daily Average,Weekly Average
2022-06-06,14.6547211458333,14.1704961696429
2022-06-07,16.305744125,14.6103721815476
2022-06-08,14.4030416666667,14.5048135059524
2022-06-09,8.05410416666667,13.3084355297619
2022-06-10,2.64897916666667,11.919818172619
2022-06-11,9.48264572916667,11.6616231994048
2022-06-12,13.6863958333333,11.3193759761905
2022-06-13,14.8380418125,11.3455646428571
2022-06-14,19.506902375,11.8028729642857
2022-06-15,18.6112000208333,12.4040384434524
2022-06-16,19.3907805,14.0235636339286
2022-06-17,15.6015416666667,15.8739297053571
2022-06-18,18.3735652708333,17.1440610684524
2022-06-19,16.7533336875,17.582195047619
2022-06-20,15.960128,17.7424930744048
2022-06-21,23.3133848541667,18.2862762857143
2022-06-22,19.095952375,18.3555266220238
2022-06-23,22.7840548541667,18.8402801011905
2022-06-24,24.7769186458333,20.1510482410714
2022-06-25,12.0812293333333,19.2521431071429
2022-06-26,16.3001293125,19.187399625
2022-06-27,18.9822223541667,19.619127389881
2022-06-28,15.2768333333333,18.4710486011905
2022-06-29,20.8561055,18.722499047619
2022-06-30,25.4502563958333,19.1033849821429
2022-07-01,25.0017096458333,19.1354979821429
2022-07-02,17.5054171041667,19.9103819494048
2022-07-03,16.4330433333333,19.9293696666667
2022-07-04,13.402934375,19.1323285267857
2022-07-05,28.8677535208333,21.0738885535714
2022-07-06,22.2177919375,21.2684151875
2022-07-07,21.9123948333333,20.7630063928571
2022-07-08,23.1681875,20.5010746577381
2022-07-09,16.3454584583333,20.3353662797619
2022-07-10,20.2156618125,20.8757403482143
2022-07-11,31.4779382916667,23.457883764881
2022-07-12,35.3536545,24.3844410476191
2022-07-13,23.1391152708333,24.5160586666667
2022-07-14,20.706771125,24.3438267083333
2022-07-15,17.2392299166667,23.4968327678571
2022-07-16,14.1138128333333,23.17802625
2022-07-17,12.7576970416667,22.1126027113095
2022-07-18,28.3319553333333,21.6631765744048
2022-07-19,41.558604875,22.5495980565476
2022-07-20,18.9284166666667,21.9480696845238
2022-07-21,19.5885833333333,21.7883285714286
2022-07-22,26.1258945,23.0578520833333
2022-07-23,25.4400715,24.6758890357143
2022-07-24,24.9606534791667,26.4191685267857
2022-07-25,22.6119984166667,25.6020318244048
2022-07-26,23.5959171666667,23.0359335803571
2022-07-27,21.1565700625,23.3542412083333
2022-07-28,25.7736705416667,24.2378250952381
2022-07-29,33.4437213333333,25.2832289285714
2022-07-30,26.8448290833333,25.4839085833333
2022-07-31,24.1426886041667,25.3670564583333
2022-08-01,25.1296657708333,25.7267232232143
2022-08-02,21.0104710208333,25.3573737738095
2022-08-03,32.4450627291667,26.9700155833333
2022-08-04,28.2504656666667,27.3238434583333
2022-08-05,21.2961411458333,25.588474860119
2022-08-06,20.9964892291667,24.7529977380952
2022-08-07,18.0061458333333,23.8763487708333
2022-08-08,25.4997322291667,23.9292154077381
2022-08-09,26.6201476666667,24.7305977857143
2022-08-10,31.8326417708333,24.643109077381
2022-08-11,41.5661910416667,26.5453555595238
2022-08-12,34.4135184791667,28.4192666071429
2022-08-13,33.4934794791667,30.2045509285714
2022-08-14,36.39081225,32.8309318452381
2022-08-15,38.0874738125,34.6291806428571
2022-08-16,40.9910837916667,36.6821715178572
2022-08-17,39.0481587708333,37.7129596607143
2022-08-18,35.1998557708333,36.8034831934524
2022-08-19,33.1544557916667,36.6236170952381
2022-08-20,26.4019545416667,35.6105421041667
2022-08-21,38.231417,35.873485639881
2022-08-22,33.114,35.1629893809524
2022-08-23,52.3653936875,36.7878907946429
2022-08-24,50.7355866875,38.4575233541667
2022-08-25,49.2222672083333,40.4607249880952
2022-08-26,56.3781111041667,43.7783900327381
2022-08-27,44.7133320416667,46.3943011041667
2022-08-28,35.4992777916667,46.0039955029762
2022-08-29,39.7141733541667,46.9468774107143
2022-08-30,30.6677921875,43.8472200535714
2022-08-31,25.1490242291667,40.1919968452381
2022-09-01,36.6411552916667,38.3946951428571
2022-09-02,36.4484998125,35.5476078154762
2022-09-03,25.8555416666667,32.8536377619048
2022-09-04,27.7001955,31.7394831488095
2022-09-05,28.3048723541667,30.1095830059524
2022-09-06,22.6316041666667,28.9615561458333
2022-09-07,19.3306079375,28.1303538184524
2022-09-08,26.0673689791667,26.6198129166667
2022-09-09,24.0964139583333,24.8552292232143
2022-09-10,30.7512927708333,25.5546222380952
2022-09-11,25.537922125,25.2457260416667
2022-09-12,32.1258281666667,25.7915768720238
2022-09-13,25.2182291666667,26.1610947291667
2022-09-14,36.167496,28.566364452381
2022-09-15,27.4160833333333,28.7590379315476
2022-09-16,21.2645113333333,28.3544804136905
2022-09-17,14.4100870208333,26.0200224494048
